frame,elapsed_ms,capture_ms,copy_ms,native_texture
2368,19733.407,0.768,0.263,19
2369,19741.727,0.731,0.281,23
2370,19749.997,0.753,0.258,27
2371,19758.527,0.785,0.284,19
2372,19766.692,0.732,0.272,23
2373,19775.002,0.744,0.274,27
2374,19783.320,0.696,0.267,19
2375,19791.719,0.760,0.284,23
2376,19800.006,0.759,0.260,27
2377,19808.343,0.700,0.261,19
2378,19816.742,0.737,0.274,23
2379,19825.214,0.895,0.289,27
2380,19833.425,0.783,0.286,19
2381,19841.777,0.780,0.266,23
2382,19850.151,0.790,0.276,27
2383,19858.522,0.803,0.275,19
2384,19866.772,0.773,0.290,23
2385,19875.066,0.772,0.278,27
2386,19883.375,0.703,0.269,19
2387,19891.797,0.751,0.276,23
2388,19900.056,0.741,0.271,27
2389,19908.347,0.677,0.262,19
2390,19916.730,0.748,0.284,23
2391,19925.311,0.990,0.272,27
2392,19933.484,0.798,0.282,19
2393,19941.857,0.804,0.272,23
2394,19950.089,0.731,0.267,27
2395,19958.494,0.727,0.269,19
2396,19966.770,0.717,0.286,23
2397,19975.183,0.829,0.279,27
2398,19983.497,0.762,0.269,19
2399,19991.819,0.754,0.286,23
2400,20000.064,0.788,0.283,27
2401,20008.398,0.679,0.270,19
2402,20016.762,0.696,0.267,23
2403,20025.212,0.866,0.273,27
2404,20033.642,0.919,0.285,19
2405,20041.925,0.885,0.290,23
2406,20050.238,0.905,0.283,27
2407,20058.662,0.922,0.280,19
2408,20066.721,0.690,0.265,23
2409,20075.034,0.692,0.269,27
2410,20083.652,0.939,0.279,19
2411,20092.032,0.887,0.283,23
2412,20100.327,0.944,0.282,27
2413,20108.661,0.920,0.287,19
2414,20116.909,0.860,0.290,23
2415,20125.254,0.909,0.285,27
2416,20133.573,0.906,0.292,19
2417,20141.881,0.843,0.284,23
2418,20150.213,0.895,0.285,27
2419,20158.639,0.924,0.288,19
2420,20166.883,0.870,0.293,23
2421,20175.218,0.891,0.282,27
2422,20183.601,0.892,0.279,19
2423,20191.900,0.898,0.293,23
2424,20200.227,0.890,0.284,27
2425,20208.618,0.885,0.275,19
2426,20216.909,0.846,0.285,23
2427,20225.259,0.879,0.280,27
2428,20233.724,0.955,0.300,19
2429,20241.877,0.792,0.276,23
2430,20250.429,0.859,0.278,27
2431,20258.688,0.906,0.287,19
2432,20266.903,0.809,0.270,23
2433,20275.239,0.864,0.283,27
2434,20283.558,0.811,0.268,19
2435,20291.832,0.766,0.274,23
2436,20300.195,0.819,0.278,27
2437,20308.549,0.816,0.267,19
2438,20316.871,0.785,0.280,23
2439,20325.280,0.890,0.277,27
2440,20333.561,0.818,0.272,19
2441,20341.875,0.804,0.276,23
2442,20350.210,0.831,0.272,27
2443,20358.610,0.825,0.276,19
2444,20366.841,0.781,0.277,23
2445,20375.211,0.808,0.268,27
2446,20383.615,0.841,0.277,19
2447,20391.902,0.804,0.274,23
2448,20400.116,0.778,0.283,27
2449,20408.397,0.721,0.279,19
2450,20416.887,0.840,0.292,23
2451,20425.157,0.806,0.293,27
2452,20433.413,0.713,0.256,19
2453,20441.801,0.785,0.285,23
2454,20450.198,0.884,0.297,27
2455,20458.525,0.777,0.280,19
2456,20466.772,0.740,0.276,23
2457,20475.156,0.801,0.288,27
2458,20483.404,0.719,0.282,19
2459,20491.797,0.727,0.291,23
2460,20500.130,0.796,0.284,27
2461,20508.427,0.745,0.278,19
2462,20517.007,0.886,0.291,23
2463,20525.361,0.941,0.280,27
2464,20533.636,0.883,0.285,19
2465,20541.938,0.864,0.283,23
2466,20550.189,0.782,0.278,27
2467,20558.594,0.806,0.284,19
2468,20566.840,0.754,0.275,23
2469,20575.155,0.767,0.279,27
2470,20583.505,0.753,0.278,19
2471,20591.879,0.757,0.276,23
2472,20600.197,0.789,0.278,27
2473,20608.606,0.810,0.281,19
2474,20616.856,0.748,0.282,23
2475,20625.295,0.871,0.281,27
2476,20633.812,0.884,0.283,19
2477,20642.020,0.851,0.272,23
2478,20650.312,0.891,0.280,27
2479,20658.597,0.782,0.286,19
2480,20666.853,0.733,0.283,23
2481,20675.252,0.826,0.287,27
2482,20683.600,0.804,0.285,19
2483,20691.900,0.745,0.279,23
2484,20700.229,0.789,0.281,27
2485,20708.600,0.798,0.297,19
2486,20716.916,0.779,0.274,23
2487,20725.345,0.899,0.281,27
2488,20733.667,0.888,0.284,19
2489,20741.894,0.774,0.284,23
2490,20750.245,0.814,0.281,27
2491,20758.601,0.779,0.281,19
2492,20766.819,0.702,0.271,23
2493,20775.181,0.710,0.270,27
2494,20783.486,0.725,0.274,19
2495,20791.908,0.758,0.271,23
2496,20800.234,0.784,0.286,27
2497,20808.625,0.820,0.293,19
2498,20816.878,0.730,0.275,23
2499,20825.265,0.836,0.284,27
2500,20833.628,0.822,0.293,19
2501,20842.062,0.876,0.316,23
2502,20850.272,0.783,0.293,27
2503,20858.710,0.806,0.292,19
2504,20866.894,0.761,0.283,23
2505,20875.236,0.760,0.282,27
2506,20883.554,0.794,0.290,19
2507,20891.876,0.771,0.296,23
2508,20900.242,0.770,0.290,27
2509,20908.442,0.738,0.279,19
2510,20916.805,0.730,0.296,23
2511,20925.191,0.839,0.296,27
2512,20933.492,0.759,0.287,19
2513,20941.816,0.782,0.296,23
2514,20950.241,0.818,0.292,27
2515,20958.694,0.823,0.287,19
2516,20966.860,0.772,0.316,23
2517,20975.097,0.758,0.279,27
2518,20983.476,0.768,0.277,19
2519,20991.833,0.755,0.301,23
2520,21000.133,0.784,0.290,27
2521,21008.739,0.848,0.289,19
2522,21016.912,0.754,0.281,23
2523,21025.272,0.790,0.277,27
2524,21033.647,0.825,0.291,19
2525,21041.947,0.788,0.281,23
2526,21050.262,0.812,0.280,27
2527,21058.696,0.847,0.292,19
2528,21067.016,0.855,0.280,23
2529,21075.262,0.775,0.286,27
2530,21083.586,0.774,0.291,19
2531,21091.882,0.738,0.286,23
2532,21100.299,0.792,0.282,27
2533,21108.663,0.793,0.283,19
2534,21116.935,0.802,0.285,23
2535,21125.244,0.801,0.287,27
2536,21133.643,0.795,0.281,19
2537,21142.000,0.821,0.283,23
2538,21150.282,0.785,0.291,27
2539,21158.698,0.782,0.278,19
2540,21166.888,0.752,0.279,23
2541,21175.209,0.766,0.283,27
2542,21183.596,0.794,0.285,19
2543,21191.878,0.740,0.278,23
2544,21200.268,0.772,0.289,27
2545,21208.619,0.789,0.282,19
2546,21216.979,0.785,0.296,23
2547,21225.316,0.818,0.282,27
2548,21233.618,0.787,0.283,19
2549,21242.119,0.919,0.281,23
2550,21250.527,0.931,0.276,27
2551,21258.803,0.880,0.286,19
2552,21267.079,0.907,0.278,23
2553,21275.367,0.887,0.279,27
2554,21283.636,0.848,0.271,19
2555,21291.931,0.808,0.271,23
2556,21300.257,0.808,0.274,27
2557,21308.706,0.859,0.279,19
2558,21317.004,0.821,0.290,23
2559,21325.388,0.956,0.280,27
2560,21333.571,0.763,0.276,19
2561,21341.832,0.749,0.284,23
2562,21350.172,0.767,0.271,27
2563,21358.660,0.772,0.278,19
2564,21366.985,0.780,0.276,23
2565,21375.214,0.715,0.271,27
2566,21383.603,0.767,0.278,19
2567,21391.858,0.730,0.276,23
2568,21400.141,0.729,0.270,27
2569,21408.548,0.747,0.269,19
2570,21416.831,0.708,0.277,23
2571,21425.192,0.753,0.274,27
2572,21433.561,0.755,0.286,19
2573,21441.892,0.745,0.279,23
2574,21450.217,0.821,0.281,27
2575,21458.704,0.795,0.275,19
2576,21466.835,0.737,0.281,23
2577,21475.230,0.777,0.281,27
2578,21483.536,0.765,0.268,19
2579,21491.875,0.737,0.282,23
2580,21500.213,0.767,0.274,27
2581,21508.554,0.755,0.270,19
2582,21516.849,0.738,0.279,23
2583,21525.182,0.769,0.274,27
2584,21533.598,0.783,0.283,19
2585,21541.867,0.744,0.282,23
2586,21550.191,0.747,0.278,27
2587,21558.643,0.745,0.270,19
2588,21566.848,0.729,0.285,23
2589,21575.177,0.748,0.272,27
2590,21583.628,0.775,0.277,19
2591,21591.984,0.817,0.293,23
2592,21600.259,0.753,0.276,27
2593,21608.808,0.828,0.282,19
2594,21616.838,0.740,0.286,23
2595,21625.308,0.806,0.289,27
2596,21633.612,0.774,0.273,19
2597,21641.972,0.819,0.292,23
2598,21650.504,0.823,0.282,27
2599,21658.800,0.823,0.281,19
2600,21666.911,0.724,0.270,23
2601,21675.272,0.782,0.282,27
2602,21683.639,0.797,0.291,19
2603,21691.876,0.733,0.282,23
2604,21700.243,0.741,0.270,27
2605,21708.605,0.756,0.276,19
2606,21716.865,0.716,0.280,23
2607,21725.244,0.793,0.280,27
2608,21733.610,0.751,0.288,19
2609,21741.881,0.755,0.295,23
2610,21750.398,0.911,0.286,27
2611,21758.713,0.797,0.288,19
2612,21766.876,0.739,0.288,23
2613,21775.216,0.770,0.285,27
2614,21783.599,0.761,0.286,19
2615,21791.880,0.727,0.301,23
2616,21800.375,0.880,0.299,27
2617,21808.717,0.891,0.276,19
2618,21817.005,0.844,0.273,23
2619,21825.381,0.913,0.275,27
2620,21833.691,0.875,0.285,19
2621,21841.997,0.872,0.276,23
2622,21850.453,0.894,0.287,27
2623,21858.823,0.867,0.276,19
2624,21867.094,0.898,0.276,23
2625,21875.388,0.853,0.270,27
2626,21883.765,0.830,0.288,19
2627,21891.943,0.708,0.269,23
2628,21900.279,0.710,0.265,27
2629,21908.644,0.746,0.268,19
2630,21917.023,0.795,0.286,23
2631,21925.273,0.691,0.267,27
2632,21933.687,0.775,0.274,19
2633,21941.954,0.729,0.281,23
2634,21950.410,0.703,0.270,27
2635,21958.836,0.726,0.272,19
2636,21966.974,0.738,0.271,23
2637,21975.237,0.685,0.261,27
2638,21983.634,0.730,0.268,19
2639,21991.992,0.769,0.313,23
2640,22000.267,0.692,0.267,27
2641,22008.651,0.738,0.266,19
2642,22016.987,0.739,0.268,23
2643,22025.369,0.782,0.274,27
2644,22033.687,0.755,0.278,19
2645,22042.037,0.787,0.275,23
2646,22050.285,0.715,0.270,27
2647,22058.717,0.743,0.285,19
2648,22066.961,0.711,0.273,23
2649,22075.305,0.737,0.275,27
2650,22083.671,0.767,0.275,19
2651,22092.169,0.894,0.283,23
2652,22100.357,0.740,0.276,27
2653,22108.670,0.725,0.267,19
2654,22116.994,0.728,0.273,23
2655,22125.375,0.786,0.272,27
2656,22133.705,0.773,0.276,19
2657,22141.969,0.757,0.288,23
2658,22150.298,0.721,0.274,27
2659,22158.720,0.728,0.274,19
2660,22166.965,0.723,0.273,23
2661,22175.282,0.691,0.274,27
2662,22183.803,0.809,0.296,19
2663,22192.125,0.844,0.311,23
2664,22200.280,0.695,0.269,27
2665,22208.698,0.753,0.272,19
2666,22217.015,0.730,0.277,23
2667,22225.361,0.758,0.271,27
2668,22233.758,0.789,0.305,19
2669,22242.140,0.805,0.293,23
2670,22250.552,0.816,0.293,27
2671,22258.857,0.778,0.294,19
2672,22267.152,0.829,0.286,23
2673,22275.475,0.818,0.281,27
2674,22283.737,0.741,0.304,19
2675,22292.070,0.760,0.281,23
2676,22300.406,0.770,0.270,27
2677,22308.731,0.747,0.297,19
2678,22317.072,0.719,0.285,23
2679,22325.453,0.804,0.286,27
2680,22333.803,0.793,0.290,19
2681,22342.078,0.773,0.288,23
2682,22350.526,0.792,0.290,27
2683,22358.845,0.715,0.296,19
2684,22367.163,0.809,0.292,23
2685,22375.392,0.731,0.280,27
2686,22383.724,0.704,0.265,19
2687,22392.015,0.691,0.268,23
2688,22400.352,0.687,0.262,27
2689,22408.770,0.738,0.292,19
2690,22417.122,0.742,0.266,23
2691,22425.562,0.828,0.273,27
2692,22433.849,0.727,0.273,19
2693,22442.290,0.804,0.302,23
2694,22450.565,0.822,0.281,27
2695,22458.846,0.768,0.287,19
2696,22467.150,0.797,0.278,23
2697,22475.439,0.787,0.286,27
2698,22483.795,0.766,0.287,19
2699,22492.152,0.817,0.284,23
2700,22500.398,0.746,0.271,27
2701,22508.733,0.759,0.293,19
2702,22517.078,0.780,0.276,23
2703,22525.449,0.800,0.282,27
2704,22533.742,0.759,0.281,19
2705,22542.067,0.818,0.276,23
2706,22550.360,0.741,0.264,27
2707,22558.798,0.787,0.290,19
2708,22567.225,0.889,0.293,23
2709,22575.326,0.737,0.279,27
2710,22583.660,0.761,0.277,19
2711,22591.968,0.749,0.301,23
2712,22600.236,0.702,0.271,27
2713,22608.655,0.762,0.285,19
2714,22617.005,0.746,0.276,23
2715,22625.239,0.711,0.273,27
2716,22633.692,0.775,0.283,19
2717,22641.981,0.803,0.291,23
2718,22650.305,0.715,0.272,27
2719,22658.740,0.757,0.283,19
2720,22666.950,0.742,0.283,23
2721,22675.311,0.733,0.280,27
2722,22683.785,0.793,0.291,19
2723,22692.038,0.764,0.271,23
2724,22700.307,0.727,0.281,27
2725,22708.728,0.741,0.280,19
2726,22717.050,0.755,0.267,23
2727,22725.411,0.748,0.268,27
2728,22733.736,0.744,0.287,19
2729,22742.102,0.776,0.270,23
2730,22750.299,0.710,0.273,27
2731,22758.777,0.732,0.272,19
2732,22766.947,0.731,0.271,23
2733,22775.302,0.709,0.269,27
2734,22783.639,0.736,0.273,19
2735,22791.944,0.730,0.274,23
2736,22800.396,0.783,0.264,27
2737,22808.666,0.743,0.279,19
2738,22816.960,0.744,0.290,23
2739,22825.317,0.759,0.278,27
2740,22833.715,0.783,0.285,19
2741,22841.998,0.822,0.285,23
2742,22850.381,0.729,0.262,27
2743,22858.797,0.750,0.282,19
2744,22867.038,0.768,0.286,23
2745,22875.405,0.753,0.281,27
2746,22883.733,0.745,0.273,19
2747,22892.199,0.849,0.282,23
2748,22900.639,0.858,0.270,27
2749,22908.818,0.761,0.281,19
2750,22917.178,0.752,0.267,23
2751,22925.453,0.706,0.265,27
2752,22933.720,0.703,0.265,19
2753,22942.081,0.745,0.263,23
2754,22950.519,0.767,0.261,27
2755,22958.847,0.713,0.294,19
2756,22967.043,0.697,0.265,23
2757,22975.398,0.707,0.266,27
2758,22983.745,0.694,0.263,19
2759,22992.044,0.692,0.264,23
2760,23000.442,0.723,0.265,27
2761,23008.959,0.808,0.267,19
2762,23017.238,0.922,0.269,23
2763,23025.575,0.897,0.267,27
2764,23033.883,0.860,0.292,19
2765,23042.188,0.862,0.268,23
2766,23050.502,0.855,0.266,27
2767,23060.616,0.879,0.268,19
2768,23067.167,0.884,0.265,23
2769,23075.508,0.883,0.275,27
2770,23083.832,0.878,0.287,19
2771,23092.237,0.904,0.272,23
2772,23100.834,0.976,0.267,27
2773,23108.873,0.881,0.303,19
2774,23117.303,0.933,0.280,23
2775,23125.522,0.764,0.276,27
2776,23133.866,0.801,0.295,19
2777,23142.086,0.742,0.275,23
2778,23150.591,0.769,0.281,27
2779,23158.859,0.702,0.278,19
2780,23167.187,0.831,0.284,23
2781,23175.553,0.806,0.277,27
2782,23183.791,0.752,0.295,19
2783,23192.223,0.886,0.285,23
2784,23200.467,0.752,0.279,27
2785,23208.833,0.763,0.290,19
2786,23217.293,0.933,0.283,23
2787,23225.714,0.958,0.312,27
2788,23233.935,0.879,0.306,19
2789,23242.334,0.932,0.278,23
2790,23250.671,0.911,0.299,27
2791,23258.846,0.720,0.290,19
2792,23267.165,0.750,0.281,23
2793,23275.715,0.944,0.291,27
2794,23283.844,0.731,0.288,19
2795,23292.105,0.740,0.279,23
2796,23300.434,0.699,0.278,27
2797,23308.816,0.753,0.292,19
2798,23317.305,0.913,0.284,23
2799,23325.597,0.879,0.288,27
2800,23333.914,0.846,0.292,19
2801,23342.178,0.815,0.284,23
2802,23350.444,0.764,0.279,27
2803,23358.865,0.782,0.292,19
2804,23367.025,0.744,0.266,23
2805,23375.357,0.695,0.262,27
2806,23383.801,0.735,0.280,19
2807,23392.118,0.804,0.277,23
2808,23400.397,0.742,0.278,27
2809,23408.833,0.802,0.264,19
2810,23417.058,0.787,0.286,23
2811,23425.551,0.902,0.275,27
2812,23433.832,0.851,0.291,19
2813,23442.192,0.934,0.289,23
2814,23450.531,0.817,0.285,27
2815,23458.955,0.854,0.281,19
2816,23467.234,0.850,0.280,23
2817,23475.440,0.755,0.273,27
2818,23483.752,0.749,0.279,19
2819,23492.066,0.764,0.274,23
2820,23500.428,0.772,0.278,27
2821,23508.755,0.757,0.269,19
2822,23517.053,0.744,0.256,23
2823,23525.431,0.773,0.270,27
2824,23533.770,0.747,0.277,19
2825,23542.097,0.803,0.270,23
2826,23550.486,0.755,0.269,27
2827,23558.800,0.733,0.251,19
2828,23567.235,0.808,0.283,23
2829,23575.427,0.746,0.260,27
2830,23583.796,0.760,0.264,19
2831,23592.130,0.787,0.276,23
2832,23600.474,0.743,0.272,27
2833,23608.749,0.692,0.281,19
2834,23617.200,0.856,0.274,23
2835,23625.645,0.957,0.279,27
2836,23633.812,0.785,0.269,19
2837,23642.221,0.832,0.273,23
2838,23650.615,0.837,0.268,27
2839,23658.876,0.838,0.285,19
2840,23667.165,0.862,0.271,23
2841,23675.548,0.866,0.280,27
2842,23683.826,0.800,0.264,19
2843,23692.246,0.899,0.279,23
2844,23700.556,0.845,0.271,27
2845,23708.834,0.797,0.268,19
2846,23717.179,0.837,0.274,23
2847,23725.594,0.911,0.272,27
2848,23733.946,0.920,0.285,19
2849,23742.192,0.886,0.272,23
2850,23750.551,0.864,0.272,27
2851,23758.849,0.711,0.279,19
2852,23767.275,0.858,0.287,23
2853,23775.436,0.716,0.274,27
2854,23783.818,0.738,0.281,19
2855,23792.169,0.812,0.277,23
2856,23800.690,0.955,0.310,27
2857,23808.951,0.908,0.285,19
2858,23817.414,0.986,0.287,23
2859,23825.577,0.868,0.284,27
2860,23833.888,0.836,0.278,19
2861,23842.228,0.888,0.278,23
2862,23850.572,0.892,0.276,27
2863,23858.947,0.837,0.280,19
2864,23867.217,0.883,0.281,23
2865,23875.577,0.887,0.283,27
2866,23883.913,0.866,0.285,19
2867,23892.229,0.874,0.280,23
2868,23900.556,0.870,0.282,27
2869,23908.849,0.774,0.254,19
2870,23917.224,0.872,0.277,23
2871,23925.402,0.730,0.272,27
2872,23933.819,0.739,0.284,19
2873,23942.110,0.767,0.277,23
2874,23950.492,0.782,0.289,27
2875,23958.842,0.753,0.290,19
2876,23967.143,0.794,0.284,23
2877,23975.504,0.793,0.285,27
2878,23983.773,0.730,0.277,19
2879,23992.144,0.797,0.285,23
2880,24000.451,0.746,0.288,27
2881,24008.817,0.719,0.283,19
2882,24017.248,0.862,0.287,23
2883,24025.563,0.838,0.282,27
2884,24033.771,0.713,0.274,19
2885,24042.283,0.932,0.286,23
2886,24050.778,0.946,0.285,27
2887,24059.183,0.923,0.276,19
2888,24067.238,0.849,0.274,23
2889,24075.603,0.874,0.273,27
2890,24083.870,0.792,0.274,19
2891,24092.182,0.823,0.273,23
2892,24100.515,0.828,0.269,27
2893,24108.874,0.786,0.274,19
2894,24117.216,0.811,0.275,23
2895,24125.654,0.903,0.296,27
2896,24133.909,0.807,0.279,19
2897,24142.207,0.829,0.275,23
2898,24150.768,0.928,0.273,27
2899,24158.988,0.823,0.289,19
2900,24167.139,0.799,0.270,23
2901,24175.527,0.819,0.272,27
2902,24183.843,0.800,0.268,19
2903,24192.128,0.794,0.271,23
2904,24200.502,0.805,0.270,27
2905,24208.848,0.772,0.279,19
2906,24217.147,0.789,0.271,23
2907,24225.557,0.863,0.272,27
2908,24233.886,0.798,0.276,19
2909,24242.172,0.803,0.273,23
2910,24250.688,0.848,0.274,27
2911,24258.989,0.819,0.289,19
2912,24267.172,0.815,0.274,23
2913,24275.542,0.826,0.275,27
2914,24283.911,0.841,0.269,19
2915,24292.264,0.899,0.274,23
2916,24300.589,0.877,0.277,27
2917,24308.883,0.838,0.271,19
2918,24317.272,0.892,0.273,23
2919,24325.563,0.869,0.269,27
2920,24333.940,0.831,0.284,19
2921,24342.260,0.926,0.274,23
2922,24350.547,0.743,0.277,27
2923,24359.056,0.879,0.287,19
2924,24367.306,0.891,0.272,23
2925,24375.663,0.894,0.291,27
2926,24383.967,0.847,0.272,19
2927,24392.304,0.867,0.274,23
2928,24400.690,0.913,0.286,27
2929,24408.809,0.728,0.294,19
2930,24417.134,0.748,0.277,23
2931,24425.536,0.836,0.274,27
2932,24433.795,0.711,0.281,19
2933,24442.155,0.799,0.283,23
2934,24450.452,0.721,0.265,27
2935,24458.909,0.766,0.282,19
2936,24467.216,0.833,0.288,23
2937,24475.502,0.801,0.286,27
2938,24483.801,0.737,0.288,19
2939,24492.167,0.783,0.287,23
2940,24500.653,0.897,0.294,27
2941,24508.835,0.726,0.279,19
2942,24517.187,0.741,0.273,23
2943,24525.620,0.802,0.287,27
2944,24533.830,0.700,0.267,19
2945,24542.162,0.736,0.275,23
2946,24550.532,0.808,0.278,27
2947,24558.905,0.743,0.285,19
2948,24567.279,0.900,0.314,23
2949,24575.544,0.833,0.286,27
2950,24583.873,0.761,0.282,19
2951,24592.114,0.744,0.282,23
2952,24600.481,0.775,0.274,27
2953,24608.796,0.724,0.281,19
2954,24617.136,0.770,0.283,23
2955,24625.619,0.916,0.282,27
2956,24633.800,0.725,0.284,19
2957,24642.219,0.827,0.294,23
2958,24650.530,0.800,0.273,27
2959,24658.955,0.764,0.292,19
2960,24667.262,0.847,0.300,23
2961,24675.576,0.795,0.295,27
2962,24683.866,0.749,0.293,19
2963,24692.257,0.771,0.292,23
2964,24700.585,0.780,0.291,27
2965,24708.872,0.741,0.287,19
2966,24717.175,0.763,0.288,23
2967,24725.701,0.886,0.303,27
2968,24733.900,0.737,0.290,19
2969,24742.198,0.773,0.286,23
2970,24750.548,0.770,0.282,27
2971,24758.928,0.750,0.288,19
2972,24767.226,0.819,0.289,23
2973,24775.675,0.907,0.311,27
2974,24783.797,0.711,0.268,19
2975,24792.159,0.752,0.287,23
2976,24800.538,0.774,0.279,27
2977,24808.837,0.743,0.283,19
2978,24817.143,0.739,0.284,23
2979,24825.618,0.847,0.294,27
2980,24833.869,0.709,0.264,19
2981,24842.341,0.925,0.282,23
2982,24850.843,0.865,0.275,27
2983,24859.042,0.794,0.274,19
2984,24867.199,0.754,0.271,23
2985,24875.595,0.758,0.275,27
2986,24883.901,0.716,0.273,19
2987,24892.344,0.898,0.280,23
2988,24900.665,0.846,0.283,27
2989,24908.858,0.723,0.280,19
2990,24917.159,0.716,0.265,23
2991,24925.617,0.791,0.269,27
2992,24934.007,0.877,0.282,19
2993,24942.195,0.782,0.274,23
2994,24950.641,0.781,0.280,27
2995,24958.994,0.747,0.270,19
2996,24967.219,0.788,0.265,23
2997,24975.520,0.720,0.272,27
2998,24983.884,0.707,0.268,19
2999,24992.177,0.707,0.275,23
3000,25000.565,0.748,0.272,27
3001,25008.833,0.728,0.271,19
3002,25017.403,0.834,0.272,23
3003,25025.698,0.835,0.257,27
3004,25034.034,0.815,0.272,19
3005,25042.242,0.721,0.270,23
3006,25050.693,0.747,0.265,27
3007,25059.125,0.767,0.270,19
3008,25067.242,0.736,0.272,23
3009,25075.635,0.766,0.272,27
3010,25083.885,0.702,0.277,19
3011,25092.284,0.729,0.271,23
3012,25100.705,0.772,0.272,27
3013,25109.027,0.763,0.275,19
3014,25117.407,0.787,0.279,23
3015,25125.772,0.883,0.278,27
3016,25134.041,0.831,0.281,19
3017,25142.384,0.832,0.280,23
3018,25150.816,0.814,0.277,27
3019,25159.142,0.837,0.275,19
3020,25167.376,0.814,0.276,23
3021,25175.802,0.873,0.284,27
3022,25184.036,0.813,0.277,19
3023,25192.421,0.854,0.281,23
3024,25200.743,0.871,0.278,27
3025,25208.981,0.798,0.283,19
3026,25217.270,0.769,0.269,23
3027,25225.765,0.836,0.267,27
3028,25234.075,0.825,0.273,19
3029,25242.376,0.826,0.302,23
3030,25250.840,0.815,0.282,27
3031,25259.093,0.863,0.285,19
3032,25267.393,0.815,0.280,23
3033,25275.701,0.834,0.279,27
3034,25284.015,0.787,0.271,19
3035,25292.320,0.799,0.269,23
3036,25300.673,0.800,0.263,27
3037,25308.934,0.761,0.270,19
3038,25317.329,0.775,0.274,23
3039,25325.697,0.807,0.264,27
3040,25334.051,0.849,0.307,19
3041,25342.319,0.821,0.288,23
3042,25350.711,0.868,0.301,27
3043,25359.094,0.868,0.286,19
3044,25367.351,0.847,0.294,23
3045,25375.739,0.863,0.279,27
3046,25384.866,1.549,0.309,19
3047,25392.737,1.022,0.308,23
3048,25400.867,0.913,0.317,27
3049,25409.077,0.883,0.296,19
3050,25417.334,0.838,0.294,23
3051,25425.822,0.990,0.291,27
3052,25434.082,0.917,0.319,19
3053,25442.211,0.779,0.269,23
3054,25450.782,0.883,0.276,27
3055,25459.145,0.911,0.290,19
3056,25467.356,0.875,0.278,23
3057,25475.596,0.770,0.286,27
3058,25483.942,0.769,0.272,19
3059,25492.395,0.905,0.293,23
3060,25500.735,0.878,0.272,27
3061,25508.873,0.707,0.270,19
3062,25517.207,0.716,0.268,23
3063,25525.730,0.900,0.296,27
3064,25534.059,0.872,0.286,19
3065,25542.380,0.893,0.285,23
3066,25550.823,0.911,0.296,27
3067,25559.151,0.861,0.277,19
3068,25567.374,0.867,0.289,23
3069,25575.747,0.886,0.282,27
3070,25584.030,0.858,0.294,19
3071,25592.338,0.845,0.276,23
3072,25600.749,0.895,0.281,27
3073,25609.011,0.821,0.275,19
3074,25617.361,0.858,0.282,23
3075,25625.853,0.911,0.287,27
3076,25634.122,0.877,0.294,19
3077,25642.388,0.881,0.282,23
3078,25650.815,0.891,0.292,27
3079,25659.149,0.888,0.284,19
3080,25667.345,0.842,0.276,23
3081,25675.796,0.902,0.293,27
3082,25684.050,0.861,0.274,19
3083,25692.360,0.849,0.279,23
3084,25700.727,0.855,0.278,27
3085,25709.075,0.889,0.292,19
3086,25717.391,0.857,0.287,23
3087,25725.833,0.932,0.301,27
3088,25734.080,0.871,0.275,19
3089,25742.372,0.874,0.286,23
3090,25750.852,0.884,0.312,27
3091,25759.147,0.879,0.284,19
3092,25767.587,0.870,0.282,23
3093,25775.769,0.872,0.291,27
3094,25784.079,0.879,0.283,19
3095,25792.375,0.864,0.283,23
3096,25800.774,0.889,0.305,27
3097,25809.080,0.856,0.286,19
3098,25817.350,0.830,0.285,23
3099,25825.776,0.870,0.293,27
3100,25834.128,0.912,0.288,19
3101,25842.395,0.869,0.277,23
3102,25850.790,0.855,0.288,27
3103,25859.102,0.870,0.286,19
3104,25867.384,0.851,0.278,23
3105,25875.774,0.882,0.306,27
3106,25884.149,0.897,0.283,19
3107,25892.442,0.851,0.281,23
3108,25900.773,0.865,0.293,27
3109,25909.085,0.879,0.283,19
3110,25917.416,0.840,0.278,23
3111,25925.825,0.895,0.284,27
3112,25934.140,0.878,0.290,19
3113,25942.386,0.870,0.278,23
3114,25950.844,0.887,0.290,27
3115,25959.176,0.867,0.284,19
3116,25967.366,0.849,0.281,23
3117,25975.734,0.819,0.293,27
3118,25984.062,0.813,0.265,19
3119,25992.353,0.834,0.274,23
3120,26000.792,0.878,0.286,27
3121,26009.075,0.866,0.279,19
3122,26017.357,0.829,0.279,23
3123,26025.831,0.907,0.267,27
3124,26034.022,0.756,0.264,19
3125,26042.433,0.908,0.273,23
3126,26050.902,0.911,0.287,27
3127,26059.402,1.051,0.352,19
3128,26067.329,0.716,0.262,23
3129,26075.605,0.720,0.275,27
3130,26083.976,0.756,0.300,19
3131,26092.266,0.688,0.276,23
3132,26100.796,0.867,0.282,27
3133,26109.060,0.799,0.263,19
3134,26117.355,0.768,0.267,23
3135,26125.649,0.721,0.270,27
3136,26133.999,0.776,0.276,19
3137,26142.339,0.696,0.260,23
3138,26150.791,0.774,0.266,27
3139,26159.116,0.828,0.269,19
3140,26167.491,0.866,0.302,23
3141,26175.821,0.909,0.282,27
3142,26184.065,0.840,0.277,19
3143,26192.360,0.803,0.277,23
